908420000,-19.323,1.52466E+12,214,1.52466E+12,2.362
908420000,-21.685,1.52466E+12,119,1.52466E+12,-2.084
908420000,-19.601,1.52466E+12,140,1.52466E+12,1.817
908420000,-21.418,1.52466E+12,22023,1.52466E+12,2.111
908420000,-23.529,1.52466E+12,365,1.52466E+12,0.139
908420000,-23.668,1.52466E+12,10,1.52466E+12,-1.104
908420000,-22.564,1.52466E+12,614154,1.52466E+12,-3.783
908420000,-18.781,1.52466E+12,264,1.52466E+12,3.841
908420000,-22.622,1.52466E+12,21708,1.52466E+12,-1.168
908420000,-21.454,1.52466E+12,112,1.52466E+12,-11.19
908420000,-10.264,1.52466E+12,1,1.52466E+12,10.69
908420000,-20.954,1.52466E+12,-1379110,1.52466E+12,-1.631
908420000,-19.323,1.52466E+12,214,1.52466E+12,2.362
908420000,-21.685,1.52466E+12,119,1.52466E+12,-2.084
908420000,-19.601,1.52466E+12,140,1.52466E+12,1.817
908420000,-21.418,1.52466E+12,22023,1.52466E+12,2.111
908420000,-23.529,1.52466E+12,365,1.52466E+12,0.139
908420000,-23.668,1.52466E+12,10,1.52466E+12,-1.104
908420000,-22.564,1.52466E+12,614154,1.52466E+12,-3.783
908420000,-18.781,1.52466E+12,264,1.52466E+12,3.841
908420000,-22.622,1.52466E+12,21708,1.52466E+12,-1.168
908420000,-21.454,1.52466E+12,112,1.52466E+12,-11.19
908420000,-10.264,1.52466E+12,1,1.52466E+12,10.69
908420000,-20.954,1.52466E+12,-718896,1.52466E+12,-1.631
908420000,-19.323,1.52466E+12,119,1.52466E+12,2.362
908420000,-21.685,1.52466E+12,140,1.52466E+12,-2.084
908420000,-19.601,1.52466E+12,22023,1.52466E+12,1.817
908420000,-21.418,1.52466E+12,365,1.52466E+12,2.111
908420000,-23.529,1.52466E+12,10,1.52466E+12,0.139
908420000,-23.668,1.52466E+12,-105846,1.52466E+12,-1.104
908420000,-22.564,1.52466E+12,264,1.52466E+12,-3.783
908420000,-18.781,1.52466E+12,21708,1.52466E+12,3.841
908420000,-22.622,1.52466E+12,112,1.52466E+12,-1.168
908420000,-21.454,1.52466E+12,1,1.52466E+12,-11.19
908420000,-10.264,1.52466E+12,840890,1.52466E+12,10.69
908420000,-20.954,1.52466E+12,-12857579,1.52466E+12,-5.496
